start	end	text	parse_string	label
1409.9579279296877	1415.5279279296876	Did the fact that this group that's sort of on your side was the one kind of attacking you or or opposing you	(SQ (VBD Did) (DT the) (NN fact) (SBAR (IN that) (S (NP (NP (DT this) (NN group)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (PP (ADVP (RB sort) (RB of)) (IN on) (NP (PRP$ your) (NN side))))))) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (S (ADVP (RB kind) (RB of)) (VP (VP (VBG attacking) (NP (PRP you))) (CC or) (CC or) (VP (VBG opposing) (NP (PRP you)))))))))))	('SQ',)
1410.5779279296876	1415.5279279296876	that this group that's sort of on your side was the one kind of attacking you or or opposing you	(SBAR (IN that) (S (NP (NP (DT this) (NN group)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (PP (ADVP (RB sort) (RB of)) (IN on) (NP (PRP$ your) (NN side))))))) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (S (ADVP (RB kind) (RB of)) (VP (VP (VBG attacking) (NP (PRP you))) (CC or) (CC or) (VP (VBG opposing) (NP (PRP you))))))))))	('SBAR',)
1410.7279279296877	1415.5279279296876	this group that's sort of on your side was the one kind of attacking you or or opposing you	(S (NP (NP (DT this) (NN group)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (PP (ADVP (RB sort) (RB of)) (IN on) (NP (PRP$ your) (NN side))))))) (VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (S (ADVP (RB kind) (RB of)) (VP (VP (VBG attacking) (NP (PRP you))) (CC or) (CC or) (VP (VBG opposing) (NP (PRP you)))))))))	('S',)
1410.7279279296877	1412.3779279296875	this group that's sort of on your side	(NP (NP (DT this) (NN group)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (PP (ADVP (RB sort) (RB of)) (IN on) (NP (PRP$ your) (NN side)))))))	('NP',)
1410.7279279296877	1411.3779279296875	this group	(NP (DT this) (NN group))	('NP',)
1411.3979279296875	1412.3779279296875	that's sort of on your side	(SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (PP (ADVP (RB sort) (RB of)) (IN on) (NP (PRP$ your) (NN side))))))	('SBAR',)
1411.3979279296875	1412.3779279296875	's sort of on your side	(S (VP (VBZ 's) (PP (ADVP (RB sort) (RB of)) (IN on) (NP (PRP$ your) (NN side)))))	('S', 'VP')
1411.5479279296876	1412.3779279296875	sort of on your side	(PP (ADVP (RB sort) (RB of)) (IN on) (NP (PRP$ your) (NN side)))	('PP',)
1411.5479279296876	1411.7879279296876	sort of	(ADVP (RB sort) (RB of))	('ADVP',)
1411.9079279296875	1412.3779279296875	your side	(NP (PRP$ your) (NN side))	('NP',)
1412.4379279296877	1415.5279279296876	was the one kind of attacking you or or opposing you	(VP (VBD was) (NP (NP (DT the) (NN one)) (SBAR (S (ADVP (RB kind) (RB of)) (VP (VP (VBG attacking) (NP (PRP you))) (CC or) (CC or) (VP (VBG opposing) (NP (PRP you))))))))	('VP',)
1412.5779279296876	1415.5279279296876	the one kind of attacking you or or opposing you	(NP (NP (DT the) (NN one)) (SBAR (S (ADVP (RB kind) (RB of)) (VP (VP (VBG attacking) (NP (PRP you))) (CC or) (CC or) (VP (VBG opposing) (NP (PRP you)))))))	('NP',)
1412.5779279296876	1412.8879279296875	the one	(NP (DT the) (NN one))	('NP',)
1413.1079279296875	1415.5279279296876	kind of attacking you or or opposing you	(SBAR (S (ADVP (RB kind) (RB of)) (VP (VP (VBG attacking) (NP (PRP you))) (CC or) (CC or) (VP (VBG opposing) (NP (PRP you))))))	('SBAR', 'S')
1413.1079279296875	1413.3879279296875	kind of	(ADVP (RB kind) (RB of))	('ADVP',)
1413.4079279296875	1415.5279279296876	attacking you or or opposing you	(VP (VP (VBG attacking) (NP (PRP you))) (CC or) (CC or) (VP (VBG opposing) (NP (PRP you))))	('VP',)
1413.4079279296875	1414.2079279296877	attacking you	(VP (VBG attacking) (NP (PRP you)))	('VP',)
1414.8179279296876	1415.5279279296876	opposing you	(VP (VBG opposing) (NP (PRP you)))	('VP',)
1415.2650279296872	1418.5141279296877	Mm did that make you stop ever and think well now wait a minute	(NP (NML (INTJ (UH Mm)) (VBD did) (NP (DT that)) (VP (VB make) (S (NP (PRP you)) (VP (VP (VB stop) (ADVP (RB ever))) (CC and) (VP (VB think) (SBAR (S (INTJ (UH well)) (ADVP (RB now)) (VP (VB wait) (NP (DT a) (NN minute)))))))))))	('NP', 'NML')
1416.2841279296877	1418.5141279296877	make you stop ever and think well now wait a minute	(VP (VB make) (S (NP (PRP you)) (VP (VP (VB stop) (ADVP (RB ever))) (CC and) (VP (VB think) (SBAR (S (INTJ (UH well)) (ADVP (RB now)) (VP (VB wait) (NP (DT a) (NN minute)))))))))	('VP',)
1416.4841279296877	1418.5141279296877	you stop ever and think well now wait a minute	(S (NP (PRP you)) (VP (VP (VB stop) (ADVP (RB ever))) (CC and) (VP (VB think) (SBAR (S (INTJ (UH well)) (ADVP (RB now)) (VP (VB wait) (NP (DT a) (NN minute))))))))	('S',)
1416.6341279296876	1418.5141279296877	stop ever and think well now wait a minute	(VP (VP (VB stop) (ADVP (RB ever))) (CC and) (VP (VB think) (SBAR (S (INTJ (UH well)) (ADVP (RB now)) (VP (VB wait) (NP (DT a) (NN minute)))))))	('VP',)
1416.6341279296876	1417.2641279296877	stop ever	(VP (VB stop) (ADVP (RB ever)))	('VP',)
1417.4641279296875	1418.5141279296877	think well now wait a minute	(VP (VB think) (SBAR (S (INTJ (UH well)) (ADVP (RB now)) (VP (VB wait) (NP (DT a) (NN minute))))))	('VP',)
1417.7041279296875	1418.5141279296877	well now wait a minute	(SBAR (S (INTJ (UH well)) (ADVP (RB now)) (VP (VB wait) (NP (DT a) (NN minute)))))	('SBAR', 'S')
1418.0841279296876	1418.5141279296877	wait a minute	(VP (VB wait) (NP (DT a) (NN minute)))	('VP',)
1418.2341279296877	1418.5141279296877	a minute	(NP (DT a) (NN minute))	('NP',)
1418.6381279296877	1421.1827279296876	No Do they have a point No	(FRAG (INTJ (RB No)) (VBP Do) (NP (PRP they)) (VP (VP (VB have) (NP (DT a) (NN point))) (RB No)))	('FRAG',)
1418.8379279296876	1421.1827279296876	have a point No	(VP (VP (VB have) (NP (DT a) (NN point))) (RB No))	('VP',)
1418.8379279296876	1419.5379279296876	have a point	(VP (VB have) (NP (DT a) (NN point)))	('VP',)
1418.9879279296877	1419.5379279296876	a point	(NP (DT a) (NN point))	('NP',)
1421.2027279296876	1424.6727279296877	I've had to think very carefully about what my uh philosophy is	(S (NP (PRP I)) (VP (VBP 've) (VP (VBN had) (S (VP (TO to) (VP (VB think) (ADVP (RB very) (RB carefully)) (PP (IN about) (SBAR (WHNP (WP what)) (S (NP (PRP$ my) (FW uh) (NN philosophy)) (VP (VBZ is)))))))))))	('S',)
1421.2027279296876	1424.6727279296877	've had to think very carefully about what my uh philosophy is	(VP (VBP 've) (VP (VBN had) (S (VP (TO to) (VP (VB think) (ADVP (RB very) (RB carefully)) (PP (IN about) (SBAR (WHNP (WP what)) (S (NP (PRP$ my) (FW uh) (NN philosophy)) (VP (VBZ is))))))))))	('VP',)
1421.3727279296877	1424.6727279296877	had to think very carefully about what my uh philosophy is	(VP (VBN had) (S (VP (TO to) (VP (VB think) (ADVP (RB very) (RB carefully)) (PP (IN about) (SBAR (WHNP (WP what)) (S (NP (PRP$ my) (FW uh) (NN philosophy)) (VP (VBZ is)))))))))	('VP',)
1421.5527279296875	1424.6727279296877	to think very carefully about what my uh philosophy is	(S (VP (TO to) (VP (VB think) (ADVP (RB very) (RB carefully)) (PP (IN about) (SBAR (WHNP (WP what)) (S (NP (PRP$ my) (FW uh) (NN philosophy)) (VP (VBZ is))))))))	('S', 'VP')
1421.8727279296877	1424.6727279296877	think very carefully about what my uh philosophy is	(VP (VB think) (ADVP (RB very) (RB carefully)) (PP (IN about) (SBAR (WHNP (WP what)) (S (NP (PRP$ my) (FW uh) (NN philosophy)) (VP (VBZ is))))))	('VP',)
1422.1927279296876	1422.7627279296876	very carefully	(ADVP (RB very) (RB carefully))	('ADVP',)
1422.8027279296875	1424.6727279296877	about what my uh philosophy is	(PP (IN about) (SBAR (WHNP (WP what)) (S (NP (PRP$ my) (FW uh) (NN philosophy)) (VP (VBZ is)))))	('PP',)
1423.0627279296875	1424.6727279296877	what my uh philosophy is	(SBAR (WHNP (WP what)) (S (NP (PRP$ my) (FW uh) (NN philosophy)) (VP (VBZ is))))	('SBAR',)
1423.2027279296876	1424.6727279296877	my uh philosophy is	(S (NP (PRP$ my) (FW uh) (NN philosophy)) (VP (VBZ is)))	('S',)
1423.2027279296876	1424.2727279296876	my uh philosophy	(NP (PRP$ my) (FW uh) (NN philosophy))	('NP',)
1424.7927279296875	1428.6627279296877	Cause I I the book my Wildlife Personalities book	(NP (NN Cause) (NNP I) (PRP I) (NP (DT the) (NN book) (NP (PRP$ my) (NML (NNP Wildlife) (NNPS Personalities)) (NN book))))	('NP',)
1426.2127279296876	1428.6627279296877	the book my Wildlife Personalities book	(NP (DT the) (NN book) (NP (PRP$ my) (NML (NNP Wildlife) (NNPS Personalities)) (NN book)))	('NP',)
1427.0827279296875	1428.6627279296877	my Wildlife Personalities book	(NP (PRP$ my) (NML (NNP Wildlife) (NNPS Personalities)) (NN book))	('NP',)
1427.2727279296876	1428.3227279296875	Wildlife Personalities	(NML (NNP Wildlife) (NNPS Personalities))	('NML',)
1428.7850279296872	1442.5358279296877	Mhm That's that's part of the part of the court case I argue for for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(FRAG (INTJ (UH Mhm)) (NP (DT That)) (VP (VBZ 's) (NP (NP (DT that)) (VP (VBZ 's) (NP (NP (NN part)) (PP (IN of) (NP (NP (NP (DT the) (NN part)) (PP (IN of) (NP (DT the) (NN court) (NN case)))) (SBAR (S (NP (PRP I)) (VP (VP (VBP argue) (PP (IN for))) (PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food)))))))))))))))))))))	('FRAG',)
1428.9944279296876	1442.5358279296877	's that's part of the part of the court case I argue for for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(VP (VBZ 's) (NP (NP (DT that)) (VP (VBZ 's) (NP (NP (NN part)) (PP (IN of) (NP (NP (NP (DT the) (NN part)) (PP (IN of) (NP (DT the) (NN court) (NN case)))) (SBAR (S (NP (PRP I)) (VP (VP (VBP argue) (PP (IN for))) (PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food))))))))))))))))))))	('VP',)
1429.3844279296875	1442.5358279296877	that's part of the part of the court case I argue for for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(NP (NP (DT that)) (VP (VBZ 's) (NP (NP (NN part)) (PP (IN of) (NP (NP (NP (DT the) (NN part)) (PP (IN of) (NP (DT the) (NN court) (NN case)))) (SBAR (S (NP (PRP I)) (VP (VP (VBP argue) (PP (IN for))) (PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food)))))))))))))))))))	('NP',)
1429.3844279296875	1442.5358279296877	's part of the part of the court case I argue for for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(VP (VBZ 's) (NP (NP (NN part)) (PP (IN of) (NP (NP (NP (DT the) (NN part)) (PP (IN of) (NP (DT the) (NN court) (NN case)))) (SBAR (S (NP (PRP I)) (VP (VP (VBP argue) (PP (IN for))) (PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food))))))))))))))))))	('VP',)
1429.6044279296875	1442.5358279296877	part of the part of the court case I argue for for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(NP (NP (NN part)) (PP (IN of) (NP (NP (NP (DT the) (NN part)) (PP (IN of) (NP (DT the) (NN court) (NN case)))) (SBAR (S (NP (PRP I)) (VP (VP (VBP argue) (PP (IN for))) (PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food)))))))))))))))))	('NP',)
1429.8544279296875	1442.5358279296877	of the part of the court case I argue for for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(PP (IN of) (NP (NP (NP (DT the) (NN part)) (PP (IN of) (NP (DT the) (NN court) (NN case)))) (SBAR (S (NP (PRP I)) (VP (VP (VBP argue) (PP (IN for))) (PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food))))))))))))))))	('PP',)
1429.9444279296877	1442.5358279296877	the part of the court case I argue for for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(NP (NP (NP (DT the) (NN part)) (PP (IN of) (NP (DT the) (NN court) (NN case)))) (SBAR (S (NP (PRP I)) (VP (VP (VBP argue) (PP (IN for))) (PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food)))))))))))))))	('NP',)
1429.9444279296877	1431.6744279296877	the part of the court case	(NP (NP (DT the) (NN part)) (PP (IN of) (NP (DT the) (NN court) (NN case))))	('NP',)
1429.9444279296877	1430.8044279296876	the part	(NP (DT the) (NN part))	('NP',)
1430.8044279296876	1431.6744279296877	of the court case	(PP (IN of) (NP (DT the) (NN court) (NN case)))	('PP',)
1430.8444279296875	1431.6744279296877	the court case	(NP (DT the) (NN court) (NN case))	('NP',)
1431.6944279296877	1442.5358279296877	I argue for for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(SBAR (S (NP (PRP I)) (VP (VP (VBP argue) (PP (IN for))) (PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food))))))))))))))	('SBAR', 'S')
1431.9844279296876	1442.5358279296877	argue for for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(VP (VP (VBP argue) (PP (IN for))) (PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food))))))))))))	('VP',)
1431.9844279296876	1433.2244279296876	argue for	(VP (VBP argue) (PP (IN for)))	('VP',)
1433.2644279296876	1442.5358279296877	for for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(PP (IN for) (PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food)))))))))))	('PP',)
1433.6444279296877	1442.5358279296877	for animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(PP (IN for) (NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food))))))))))	('PP',)
1433.8844279296875	1442.5358279296877	animals having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(NP (NP (NNS animals)) (VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food)))))))))	('NP',)
1434.3644279296875	1442.5358279296877	having more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(VP (VBG having) (NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food))))))))	('VP',)
1434.9244279296877	1442.5358279296877	more fundamental rights like dignity and access to their ancestral forests and Mhm access to food	(NP (NP (ADJP (RBR more) (JJ fundamental)) (NNS rights)) (PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food)))))))	('NP',)
1434.9244279296877	1436.4444279296877	more fundamental rights	(NP (ADJP (RBR more) (JJ fundamental)) (NNS rights))	('NP',)
1434.9244279296877	1435.9044279296877	more fundamental	(ADJP (RBR more) (JJ fundamental))	('ADJP',)
1436.8944279296877	1442.5358279296877	like dignity and access to their ancestral forests and Mhm access to food	(PP (IN like) (NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food))))))	('PP',)
1437.1444279296877	1442.5358279296877	dignity and access to their ancestral forests and Mhm access to food	(NP (NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))) (CC and) (UH Mhm) (NP (NP (NN access)) (PP (IN to) (NP (NN food)))))	('NP',)
1437.1444279296877	1440.7344279296876	dignity and access to their ancestral forests	(NP (NP (NN dignity)) (CC and) (NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests)))))	('NP',)
1438.1244279296875	1440.7344279296876	access to their ancestral forests	(NP (NP (NN access)) (PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests))))	('NP',)
1438.6344279296875	1440.7344279296876	to their ancestral forests	(PP (IN to) (NP (PRP$ their) (JJ ancestral) (NNS forests)))	('PP',)
1438.7544279296876	1440.7344279296876	their ancestral forests	(NP (PRP$ their) (JJ ancestral) (NNS forests))	('NP',)
1441.5958279296876	1442.5358279296877	access to food	(NP (NP (NN access)) (PP (IN to) (NP (NN food))))	('NP',)
1441.9958279296875	1442.5358279296877	to food	(PP (IN to) (NP (NN food)))	('PP',)
1443.2658279296877	1445.5458279296877	Um so I am like an animal rights	(S (ADVP (UH Um) (ADVP (RB so))) (NP (PRP I)) (VP (VBP am) (PP (IN like) (NP (DT an) (NN animal) (NNS rights)))))	('S',)
1443.2658279296877	1443.8458279296876	Um so	(ADVP (UH Um) (ADVP (RB so)))	('ADVP',)
